id,vending_machine_id,item_id,saled_at
2501,53,52,2025-01-26 19:49:55.030144
2502,15,84,2025-01-26 20:20:07.176057
2503,97,71,2025-01-26 02:33:17.383370
2504,61,98,2025-01-26 23:13:27.251769
2505,36,3,2025-01-26 01:58:17.523743
2506,28,84,2025-01-26 12:14:38.678097
2507,22,25,2025-01-26 12:33:12.074784
2508,67,15,2025-01-26 12:42:03.471020
2509,79,6,2025-01-26 15:02:22.844028
2510,36,73,2025-01-26 10:31:58.234456
2511,91,5,2025-01-26 13:05:31.776041
2512,24,97,2025-01-26 13:20:04.305054
2513,50,18,2025-01-26 10:33:35.225833
2514,93,67,2025-01-26 07:27:36.282295
2515,25,4,2025-01-26 02:55:14.856143
2516,42,16,2025-01-26 00:33:25.847701
2517,48,62,2025-01-26 08:43:33.935173
2518,2,97,2025-01-26 05:25:19.768269
2519,8,62,2025-01-26 01:03:08.765415
2520,48,33,2025-01-26 17:19:42.755301
2521,9,71,2025-01-26 09:05:52.120753
2522,26,12,2025-01-26 20:38:35.501827
2523,29,80,2025-01-26 09:04:02.145029
2524,5,22,2025-01-26 05:30:05.230475
2525,26,95,2025-01-26 02:38:12.449960
2526,92,44,2025-01-26 03:14:23.648725
2527,80,93,2025-01-26 15:36:52.380132
2528,19,7,2025-01-26 21:06:03.020229
2529,70,61,2025-01-26 22:55:19.705188
2530,100,5,2025-01-26 00:48:00.918470
2531,44,72,2025-01-26 09:27:52.090370
2532,79,58,2025-01-26 02:44:33.012652
2533,31,3,2025-01-26 22:40:53.525616
2534,31,20,2025-01-26 07:06:27.960679
2535,81,63,2025-01-26 11:32:07.931182
2536,35,84,2025-01-26 00:42:39.777916
2537,62,75,2025-01-26 02:08:19.682489
2538,73,29,2025-01-26 02:37:21.947615
2539,70,20,2025-01-26 16:52:56.500688
2540,87,85,2025-01-26 23:16:11.693385
2541,89,98,2025-01-26 02:54:28.005905
2542,71,77,2025-01-26 07:42:24.859745
2543,97,26,2025-01-26 01:17:33.056497
2544,54,92,2025-01-26 08:52:57.363521
2545,47,57,2025-01-26 20:43:36.636459
2546,25,15,2025-01-26 17:42:22.532823
2547,69,91,2025-01-26 03:48:55.714215
2548,67,67,2025-01-26 01:31:34.537754
2549,57,53,2025-01-26 02:14:59.544126
2550,87,35,2025-01-26 18:08:54.295101
2551,24,25,2025-01-26 12:42:45.590580
2552,2,12,2025-01-26 11:19:35.484800
2553,19,38,2025-01-26 00:14:40.911949
2554,10,72,2025-01-26 16:22:36.452022
2555,13,26,2025-01-26 06:08:05.028783
2556,31,99,2025-01-26 10:29:41.831299
2557,31,65,2025-01-26 19:42:35.014998
2558,67,70,2025-01-26 14:45:06.946425
2559,64,50,2025-01-26 23:46:55.279473
2560,54,61,2025-01-26 13:10:48.089268
2561,80,93,2025-01-26 21:49:53.055611
2562,53,68,2025-01-26 08:34:11.468762
2563,44,63,2025-01-26 09:32:36.106109
2564,45,56,2025-01-26 02:08:06.203618
2565,73,36,2025-01-26 05:57:36.465312
2566,98,60,2025-01-26 19:56:06.686083
2567,87,25,2025-01-26 08:52:30.191418
2568,51,72,2025-01-26 02:28:39.428801
2569,82,69,2025-01-26 04:38:11.953018
2570,47,4,2025-01-26 08:41:51.569267
2571,84,76,2025-01-26 15:28:27.566986
2572,14,5,2025-01-26 11:54:47.606469
2573,95,2,2025-01-26 17:18:50.606192
2574,4,5,2025-01-26 08:19:46.641384
2575,52,42,2025-01-26 19:55:54.944144
2576,63,51,2025-01-26 23:59:33.145384
2577,37,86,2025-01-26 06:02:09.683631
2578,62,36,2025-01-26 05:33:20.187653
2579,4,51,2025-01-26 16:26:13.006409
2580,8,56,2025-01-26 12:34:22.894072
2581,74,42,2025-01-26 11:54:17.768473
2582,25,68,2025-01-26 16:39:56.209544
2583,91,79,2025-01-26 23:52:55.976222
2584,34,80,2025-01-26 23:45:06.841304
2585,31,22,2025-01-26 22:43:33.716916
2586,34,50,2025-01-26 05:58:49.464557
2587,30,91,2025-01-26 07:23:00.309841
2588,9,32,2025-01-26 12:12:15.298493
2589,44,30,2025-01-26 10:55:16.442659
2590,23,40,2025-01-26 08:12:11.098690
2591,73,72,2025-01-26 21:54:14.704740
2592,24,61,2025-01-26 13:04:19.857829
2593,45,10,2025-01-26 21:56:17.673865
2594,67,83,2025-01-26 05:44:59.374609
2595,84,81,2025-01-26 10:19:03.349185
2596,16,74,2025-01-26 12:25:17.974508
2597,54,90,2025-01-26 13:57:13.164230
2598,37,2,2025-01-26 21:39:45.595634
2599,68,24,2025-01-26 20:17:50.366639
2600,2,91,2025-01-26 05:17:14.886573
