id,vending_machine_id,item_id,saled_at
1801,28,97,2025-01-19 10:12:46.954978
1802,74,73,2025-01-19 06:45:41.375590
1803,4,58,2025-01-19 16:06:27.598248
1804,76,70,2025-01-19 02:26:00.210357
1805,89,3,2025-01-19 20:58:52.566409
1806,31,97,2025-01-19 22:20:52.516581
1807,98,79,2025-01-19 23:12:31.841208
1808,20,9,2025-01-19 17:40:36.250466
1809,6,60,2025-01-19 16:50:07.555651
1810,29,78,2025-01-19 23:08:58.237381
1811,9,16,2025-01-19 02:49:20.010534
1812,8,39,2025-01-19 12:53:54.894589
1813,45,47,2025-01-19 01:17:33.662985
1814,57,8,2025-01-19 00:20:41.477638
1815,8,6,2025-01-19 01:13:52.379847
1816,48,56,2025-01-19 11:18:59.773290
1817,14,61,2025-01-19 00:16:22.244766
1818,56,23,2025-01-19 00:45:00.216819
1819,62,56,2025-01-19 19:40:51.648236
1820,93,37,2025-01-19 02:29:05.564735
1821,40,71,2025-01-19 03:12:01.186604
1822,10,94,2025-01-19 03:27:27.720086
1823,64,61,2025-01-19 16:45:11.703822
1824,7,94,2025-01-19 15:50:07.634711
1825,10,41,2025-01-19 19:17:56.050831
1826,18,23,2025-01-19 13:36:16.563084
1827,80,18,2025-01-19 02:40:49.245080
1828,21,44,2025-01-19 18:04:25.020679
1829,41,54,2025-01-19 03:30:26.570028
1830,20,30,2025-01-19 23:33:17.989317
1831,21,5,2025-01-19 08:15:49.602836
1832,68,29,2025-01-19 04:04:21.667058
1833,98,99,2025-01-19 20:37:05.185963
1834,67,80,2025-01-19 16:07:09.619857
1835,34,94,2025-01-19 19:48:47.806704
1836,21,75,2025-01-19 09:16:10.989377
1837,49,1,2025-01-19 08:04:25.902496
1838,79,69,2025-01-19 10:56:40.268030
1839,12,93,2025-01-19 15:57:52.442446
1840,41,6,2025-01-19 04:36:43.828426
1841,17,93,2025-01-19 02:08:22.121741
1842,4,34,2025-01-19 01:21:29.431574
1843,41,25,2025-01-19 13:35:20.776362
1844,3,59,2025-01-19 00:11:40.898695
1845,71,93,2025-01-19 10:11:16.644854
1846,20,23,2025-01-19 14:19:59.171729
1847,60,93,2025-01-19 14:27:21.571589
1848,33,48,2025-01-19 21:44:20.077085
1849,81,73,2025-01-19 16:37:13.056233
1850,50,86,2025-01-19 18:10:07.945789
1851,84,71,2025-01-19 17:10:12.426920
1852,26,5,2025-01-19 03:38:58.351070
1853,5,2,2025-01-19 17:38:38.246651
1854,35,88,2025-01-19 02:59:05.032353
1855,3,39,2025-01-19 14:44:59.122008
1856,25,21,2025-01-19 06:18:11.246283
1857,17,59,2025-01-19 22:32:56.956355
1858,68,36,2025-01-19 05:31:59.196658
1859,84,21,2025-01-19 14:08:51.713808
1860,17,17,2025-01-19 14:05:22.019975
1861,79,44,2025-01-19 05:25:20.294620
1862,40,51,2025-01-19 12:23:07.577788
1863,43,16,2025-01-19 01:51:57.419225
1864,17,21,2025-01-19 12:30:10.792829
1865,49,64,2025-01-19 07:00:48.136210
1866,2,79,2025-01-19 08:14:08.457360
1867,17,64,2025-01-19 11:13:27.470075
1868,6,66,2025-01-19 11:09:26.325490
1869,80,36,2025-01-19 19:29:03.675137
1870,81,62,2025-01-19 14:05:15.262556
1871,23,90,2025-01-19 14:27:21.447128
1872,96,74,2025-01-19 16:38:20.306919
1873,17,47,2025-01-19 15:34:35.030947
1874,31,70,2025-01-19 12:21:17.132274
1875,85,36,2025-01-19 02:49:20.804475
1876,72,41,2025-01-19 06:05:09.960463
1877,21,88,2025-01-19 00:02:18.801116
1878,50,71,2025-01-19 01:32:16.788128
1879,33,89,2025-01-19 09:35:44.229989
1880,16,24,2025-01-19 02:17:46.026196
1881,63,93,2025-01-19 23:57:18.742127
1882,42,8,2025-01-19 03:14:32.279009
1883,38,63,2025-01-19 20:38:12.209761
1884,100,87,2025-01-19 07:56:01.562969
1885,16,28,2025-01-19 04:54:08.952730
1886,84,61,2025-01-19 22:26:42.681873
1887,54,85,2025-01-19 16:00:15.276566
1888,88,4,2025-01-19 19:02:52.096316
1889,33,66,2025-01-19 11:03:37.538241
1890,26,46,2025-01-19 23:26:30.616428
1891,93,76,2025-01-19 10:11:25.115395
1892,87,18,2025-01-19 13:03:38.901389
1893,47,12,2025-01-19 13:07:20.878910
1894,65,43,2025-01-19 20:50:58.302716
1895,71,21,2025-01-19 07:50:45.080146
1896,84,10,2025-01-19 14:19:10.558029
1897,4,46,2025-01-19 09:50:06.923618
1898,84,21,2025-01-19 00:30:43.220951
1899,94,5,2025-01-19 01:56:01.003819
1900,20,30,2025-01-19 09:21:37.024453
