id,vending_machine_id,item_id,saled_at
1001,76,38,2025-01-11 12:26:54.640712
1002,26,18,2025-01-11 09:41:53.179762
1003,38,69,2025-01-11 16:06:27.962376
1004,97,8,2025-01-11 00:36:32.921316
1005,10,40,2025-01-11 00:36:19.812977
1006,11,63,2025-01-11 12:35:00.326134
1007,79,99,2025-01-11 01:14:14.383553
1008,27,90,2025-01-11 18:23:07.432564
1009,41,87,2025-01-11 21:40:53.656302
1010,61,24,2025-01-11 17:33:41.401727
1011,95,51,2025-01-11 19:27:18.856905
1012,66,75,2025-01-11 13:40:10.607422
1013,92,53,2025-01-11 05:40:02.145008
1014,95,77,2025-01-11 02:07:13.921987
1015,35,19,2025-01-11 02:09:08.167527
1016,36,41,2025-01-11 20:12:32.697084
1017,31,68,2025-01-11 22:49:18.223084
1018,42,11,2025-01-11 23:08:40.320812
1019,34,89,2025-01-11 02:14:37.546548
1020,96,16,2025-01-11 19:37:17.222198
1021,89,49,2025-01-11 22:48:42.301152
1022,72,73,2025-01-11 20:59:50.095820
1023,9,58,2025-01-11 09:07:15.636897
1024,79,7,2025-01-11 06:07:28.593942
1025,5,87,2025-01-11 13:24:54.480474
1026,11,78,2025-01-11 21:28:58.665626
1027,45,77,2025-01-11 20:45:24.015406
1028,78,86,2025-01-11 03:34:48.033306
1029,52,47,2025-01-11 17:37:32.145924
1030,44,20,2025-01-11 04:35:00.120115
1031,43,4,2025-01-11 04:36:39.112302
1032,37,23,2025-01-11 06:04:14.873707
1033,100,34,2025-01-11 17:26:50.233942
1034,59,3,2025-01-11 00:06:11.856140
1035,81,14,2025-01-11 05:28:15.241491
1036,65,79,2025-01-11 09:57:20.016372
1037,17,32,2025-01-11 16:27:07.472301
1038,77,91,2025-01-11 08:18:00.841877
1039,1,47,2025-01-11 05:19:24.889180
1040,86,46,2025-01-11 00:26:29.291375
1041,28,39,2025-01-11 17:32:36.496915
1042,40,65,2025-01-11 09:08:01.117910
1043,33,93,2025-01-11 08:15:12.441266
1044,3,12,2025-01-11 22:05:13.880750
1045,31,56,2025-01-11 17:26:39.250321
1046,5,26,2025-01-11 19:15:41.597564
1047,44,54,2025-01-11 22:29:14.320261
1048,34,80,2025-01-11 02:28:41.610976
1049,41,80,2025-01-11 00:43:59.808383
1050,2,82,2025-01-11 20:58:12.394443
1051,36,57,2025-01-11 20:48:24.411321
1052,58,60,2025-01-11 08:37:21.294358
1053,41,37,2025-01-11 00:56:27.469314
1054,38,39,2025-01-11 17:00:27.325798
1055,94,74,2025-01-11 03:09:52.204198
1056,88,45,2025-01-11 03:46:00.034518
1057,8,63,2025-01-11 14:40:41.236436
1058,19,7,2025-01-11 19:24:14.558483
1059,36,43,2025-01-11 22:48:42.922736
1060,52,56,2025-01-11 04:23:47.322109
1061,76,100,2025-01-11 22:47:06.630240
1062,76,13,2025-01-11 19:55:28.342081
1063,35,36,2025-01-11 20:26:00.168790
1064,11,13,2025-01-11 09:32:06.194205
1065,14,56,2025-01-11 05:51:15.173705
1066,31,45,2025-01-11 06:51:48.866712
1067,99,28,2025-01-11 23:22:43.062100
1068,95,87,2025-01-11 23:44:42.294782
1069,71,27,2025-01-11 00:29:01.904911
1070,15,61,2025-01-11 23:33:53.420194
1071,4,75,2025-01-11 08:17:50.240379
1072,15,7,2025-01-11 18:11:57.885648
1073,49,14,2025-01-11 06:41:04.554194
1074,65,54,2025-01-11 11:40:57.263748
1075,33,32,2025-01-11 03:35:45.529342
1076,96,54,2025-01-11 04:10:59.533728
1077,87,52,2025-01-11 04:19:21.607798
1078,16,58,2025-01-11 05:29:30.470435
1079,57,91,2025-01-11 19:10:21.285930
1080,86,64,2025-01-11 19:49:50.176098
1081,4,35,2025-01-11 12:12:27.548728
1082,7,9,2025-01-11 06:27:08.030806
1083,30,89,2025-01-11 13:05:09.267954
1084,67,10,2025-01-11 00:10:10.721040
1085,25,91,2025-01-11 21:18:13.628959
1086,9,69,2025-01-11 22:16:30.829368
1087,70,2,2025-01-11 13:03:38.727362
1088,95,27,2025-01-11 02:18:36.401890
1089,72,12,2025-01-11 02:13:03.334496
1090,1,83,2025-01-11 22:04:09.223293
1091,26,27,2025-01-11 18:36:01.468449
1092,15,73,2025-01-11 18:34:44.020043
1093,37,60,2025-01-11 07:48:48.934836
1094,35,46,2025-01-11 19:59:55.161227
1095,89,18,2025-01-11 02:02:29.236643
1096,87,47,2025-01-11 19:04:07.062468
1097,88,64,2025-01-11 09:22:59.836859
1098,41,58,2025-01-11 11:28:03.061223
1099,93,79,2025-01-11 01:23:55.965304
1100,34,56,2025-01-11 13:57:06.840407
