id,vending_machine_id,item_id,saled_at
1501,26,24,2025-01-16 19:28:15.926048
1502,80,26,2025-01-16 00:15:09.656735
1503,68,46,2025-01-16 15:17:41.499721
1504,43,62,2025-01-16 18:36:14.565307
1505,44,51,2025-01-16 04:43:42.722766
1506,39,22,2025-01-16 17:56:38.865922
1507,2,27,2025-01-16 06:26:45.381874
1508,32,16,2025-01-16 14:12:53.116820
1509,66,88,2025-01-16 17:45:33.548242
1510,53,87,2025-01-16 14:26:43.282308
1511,4,87,2025-01-16 05:12:52.010402
1512,4,4,2025-01-16 02:09:18.079732
1513,15,54,2025-01-16 17:06:12.842673
1514,68,19,2025-01-16 07:49:55.251232
1515,19,93,2025-01-16 16:33:34.517088
1516,22,50,2025-01-16 12:26:30.654646
1517,89,95,2025-01-16 23:26:57.893473
1518,58,61,2025-01-16 16:21:31.363067
1519,74,71,2025-01-16 13:36:17.800217
1520,29,33,2025-01-16 14:43:12.996085
1521,19,86,2025-01-16 12:35:40.557734
1522,3,54,2025-01-16 11:01:41.622163
1523,82,46,2025-01-16 03:02:47.012290
1524,87,98,2025-01-16 00:59:02.418094
1525,93,2,2025-01-16 10:55:31.411238
1526,81,80,2025-01-16 09:42:30.288154
1527,32,63,2025-01-16 00:25:03.458406
1528,45,77,2025-01-16 18:20:58.203639
1529,93,64,2025-01-16 16:58:45.851454
1530,68,52,2025-01-16 19:16:39.248736
1531,74,5,2025-01-16 05:16:24.241131
1532,71,28,2025-01-16 22:04:15.359979
1533,18,13,2025-01-16 07:11:54.326247
1534,14,11,2025-01-16 18:35:11.497017
1535,97,66,2025-01-16 11:04:33.676704
1536,59,64,2025-01-16 20:40:07.605717
1537,99,51,2025-01-16 13:44:18.008663
1538,59,88,2025-01-16 16:11:00.913490
1539,28,98,2025-01-16 22:35:42.391183
1540,83,17,2025-01-16 14:22:22.316604
1541,44,41,2025-01-16 07:56:42.750440
1542,69,31,2025-01-16 00:20:46.844476
1543,28,66,2025-01-16 03:40:15.885882
1544,23,68,2025-01-16 06:03:08.039455
1545,22,99,2025-01-16 12:21:08.428540
1546,39,36,2025-01-16 17:03:44.542077
1547,51,23,2025-01-16 04:42:06.251776
1548,65,65,2025-01-16 11:10:16.378100
1549,96,55,2025-01-16 13:20:44.099866
1550,23,54,2025-01-16 02:30:37.832003
1551,72,63,2025-01-16 04:37:27.122739
1552,8,22,2025-01-16 23:29:22.919994
1553,85,68,2025-01-16 10:40:21.638501
1554,80,80,2025-01-16 10:36:04.601781
1555,54,58,2025-01-16 11:23:48.807822
1556,21,82,2025-01-16 13:54:31.685817
1557,37,83,2025-01-16 12:29:03.111903
1558,51,44,2025-01-16 20:51:26.781911
1559,2,41,2025-01-16 00:57:15.613635
1560,43,61,2025-01-16 01:47:32.816629
1561,55,51,2025-01-16 02:03:19.219784
1562,62,32,2025-01-16 18:13:17.732550
1563,72,6,2025-01-16 21:38:21.393089
1564,22,57,2025-01-16 01:37:10.964047
1565,46,80,2025-01-16 21:07:57.038177
1566,5,80,2025-01-16 10:47:08.542923
1567,82,31,2025-01-16 05:24:15.636178
1568,62,39,2025-01-16 23:59:33.229420
1569,7,27,2025-01-16 12:14:35.402323
1570,81,43,2025-01-16 22:03:58.008510
1571,71,96,2025-01-16 14:45:52.326305
1572,68,75,2025-01-16 16:06:19.903590
1573,74,31,2025-01-16 11:05:42.419803
1574,15,52,2025-01-16 23:54:14.034279
1575,48,89,2025-01-16 19:25:51.048640
1576,90,30,2025-01-16 09:37:34.907757
1577,33,92,2025-01-16 21:59:26.418813
1578,2,88,2025-01-16 19:12:18.512009
1579,46,85,2025-01-16 23:13:21.927499
1580,44,76,2025-01-16 11:32:45.917180
1581,50,82,2025-01-16 00:39:36.522977
1582,56,99,2025-01-16 19:20:21.022325
1583,25,34,2025-01-16 18:56:17.122436
1584,11,51,2025-01-16 22:26:54.261386
1585,7,50,2025-01-16 06:35:59.412660
1586,51,92,2025-01-16 08:17:21.060700
1587,69,53,2025-01-16 10:08:04.396150
1588,96,14,2025-01-16 05:29:35.448283
1589,56,11,2025-01-16 16:24:00.711831
1590,98,39,2025-01-16 15:53:10.571118
1591,7,30,2025-01-16 14:10:03.396121
1592,3,32,2025-01-16 01:35:30.090108
1593,32,80,2025-01-16 14:32:20.186334
1594,69,45,2025-01-16 19:00:02.406628
1595,45,91,2025-01-16 14:10:09.684200
1596,62,83,2025-01-16 13:54:02.346966
1597,41,39,2025-01-16 05:09:26.824622
1598,50,59,2025-01-16 03:05:53.313626
1599,86,54,2025-01-16 18:06:55.292716
1600,28,6,2025-01-16 05:29:13.128910
