id,vending_machine_id,item_id,saled_at
2401,92,42,2025-01-25 03:27:54.940616
2402,79,60,2025-01-25 02:15:04.389682
2403,98,64,2025-01-25 19:05:28.095767
2404,64,60,2025-01-25 23:59:25.755067
2405,82,6,2025-01-25 09:58:54.074410
2406,77,78,2025-01-25 01:52:12.608604
2407,60,45,2025-01-25 02:35:47.698052
2408,40,91,2025-01-25 13:16:24.946262
2409,88,15,2025-01-25 17:16:08.358391
2410,12,28,2025-01-25 05:22:18.044831
2411,1,29,2025-01-25 04:53:40.160621
2412,40,6,2025-01-25 17:18:14.283065
2413,95,26,2025-01-25 07:53:23.375878
2414,16,47,2025-01-25 00:07:28.196720
2415,31,11,2025-01-25 06:46:51.299022
2416,2,24,2025-01-25 09:33:15.043088
2417,61,57,2025-01-25 12:01:08.798841
2418,51,83,2025-01-25 09:26:34.253770
2419,28,3,2025-01-25 05:49:31.639494
2420,33,85,2025-01-25 03:34:54.389828
2421,1,41,2025-01-25 12:35:11.019534
2422,98,3,2025-01-25 05:41:24.876947
2423,90,79,2025-01-25 09:48:22.708001
2424,67,22,2025-01-25 01:13:48.603864
2425,52,71,2025-01-25 19:31:14.621622
2426,98,51,2025-01-25 00:04:58.851028
2427,6,36,2025-01-25 08:21:43.569111
2428,40,8,2025-01-25 01:43:05.161433
2429,36,76,2025-01-25 07:50:12.375348
2430,58,53,2025-01-25 14:31:21.943091
2431,10,67,2025-01-25 22:32:25.385942
2432,78,29,2025-01-25 09:40:32.818093
2433,24,70,2025-01-25 07:31:05.856589
2434,23,77,2025-01-25 09:16:29.159863
2435,26,39,2025-01-25 10:08:14.248441
2436,66,13,2025-01-25 17:21:06.647910
2437,72,95,2025-01-25 04:44:44.961429
2438,46,46,2025-01-25 10:14:07.391021
2439,54,7,2025-01-25 04:44:30.095240
2440,95,3,2025-01-25 10:10:10.358076
2441,38,67,2025-01-25 09:33:13.748037
2442,53,91,2025-01-25 21:28:18.172287
2443,97,46,2025-01-25 00:41:20.535896
2444,20,48,2025-01-25 18:41:09.748093
2445,59,60,2025-01-25 09:38:30.543200
2446,32,90,2025-01-25 11:09:53.720301
2447,33,15,2025-01-25 18:04:54.136114
2448,34,62,2025-01-25 15:14:40.296553
2449,29,31,2025-01-25 01:39:19.198155
2450,60,73,2025-01-25 08:45:10.742864
2451,9,4,2025-01-25 21:34:37.949248
2452,27,88,2025-01-25 00:56:42.248958
2453,93,50,2025-01-25 00:57:20.476981
2454,73,44,2025-01-25 17:55:02.528753
2455,86,24,2025-01-25 03:36:47.327966
2456,71,71,2025-01-25 13:01:48.459064
2457,55,6,2025-01-25 03:11:23.006520
2458,27,40,2025-01-25 14:40:10.247214
2459,8,10,2025-01-25 15:41:23.230202
2460,37,3,2025-01-25 03:50:04.703001
2461,47,39,2025-01-25 12:41:51.007501
2462,9,93,2025-01-25 08:31:28.378941
2463,97,81,2025-01-25 09:14:26.178413
2464,94,27,2025-01-25 03:59:58.050239
2465,5,3,2025-01-25 14:33:47.145991
2466,54,48,2025-01-25 17:05:54.770041
2467,45,78,2025-01-25 00:12:05.294672
2468,10,67,2025-01-25 06:38:49.720587
2469,53,88,2025-01-25 15:07:05.258902
2470,7,98,2025-01-25 02:48:46.307493
2471,38,15,2025-01-25 19:58:09.486809
2472,50,11,2025-01-25 17:23:43.907026
2473,46,66,2025-01-25 12:00:45.566938
2474,71,12,2025-01-25 22:07:47.257331
2475,40,37,2025-01-25 20:47:10.127649
2476,99,46,2025-01-25 15:23:14.973402
2477,76,30,2025-01-25 21:32:46.043946
2478,38,88,2025-01-25 09:19:35.984117
2479,86,87,2025-01-25 11:13:10.388472
2480,31,32,2025-01-25 09:14:55.933298
2481,93,11,2025-01-25 06:53:43.544250
2482,41,36,2025-01-25 13:23:38.790809
2483,63,5,2025-01-25 17:28:14.382292
2484,98,27,2025-01-25 08:12:32.946441
2485,47,23,2025-01-25 16:23:26.894926
2486,58,7,2025-01-25 16:51:51.327852
2487,30,24,2025-01-25 15:16:49.507326
2488,28,47,2025-01-25 09:15:32.364327
2489,16,80,2025-01-25 01:03:52.245280
2490,92,16,2025-01-25 21:59:24.102722
2491,1,61,2025-01-25 00:53:53.349068
2492,40,8,2025-01-25 13:34:12.697272
2493,19,71,2025-01-25 17:43:46.974794
2494,29,12,2025-01-25 15:39:34.275659
2495,76,53,2025-01-25 16:47:20.176410
2496,63,31,2025-01-25 20:13:13.218491
2497,22,49,2025-01-25 08:11:20.864875
2498,15,60,2025-01-25 07:12:33.424781
2499,61,69,2025-01-25 20:52:30.513880
2500,84,57,2025-01-25 10:09:13.019807
