id,vending_machine_id,item_id,saled_at
1401,65,29,2025-01-15 12:13:49.023810
1402,76,28,2025-01-15 19:15:34.511129
1403,69,92,2025-01-15 06:45:00.362757
1404,83,76,2025-01-15 11:18:53.330699
1405,11,53,2025-01-15 11:11:18.635714
1406,50,46,2025-01-15 08:12:08.113388
1407,50,79,2025-01-15 06:56:47.437975
1408,24,21,2025-01-15 19:46:27.583395
1409,70,94,2025-01-15 12:37:02.351345
1410,75,64,2025-01-15 20:54:12.889208
1411,19,9,2025-01-15 09:56:38.353674
1412,40,61,2025-01-15 15:41:47.808735
1413,91,51,2025-01-15 23:10:17.786790
1414,91,22,2025-01-15 02:39:00.677028
1415,13,64,2025-01-15 02:03:31.340711
1416,9,17,2025-01-15 09:21:19.288195
1417,24,50,2025-01-15 22:56:05.736971
1418,20,39,2025-01-15 04:13:32.469599
1419,8,84,2025-01-15 13:32:16.710456
1420,65,29,2025-01-15 00:41:42.088057
1421,88,87,2025-01-15 07:03:11.155794
1422,75,1,2025-01-15 16:33:46.332463
1423,89,22,2025-01-15 21:29:19.510035
1424,55,51,2025-01-15 07:28:12.539784
1425,37,100,2025-01-15 17:26:18.426699
1426,46,54,2025-01-15 12:37:57.773102
1427,25,95,2025-01-15 13:16:54.349032
1428,15,60,2025-01-15 09:53:45.343814
1429,71,67,2025-01-15 19:55:29.801195
1430,72,19,2025-01-15 15:31:29.920557
1431,21,75,2025-01-15 20:02:38.630924
1432,72,29,2025-01-15 14:22:19.739171
1433,32,65,2025-01-15 21:07:05.222308
1434,55,35,2025-01-15 00:14:19.043736
1435,39,53,2025-01-15 23:12:07.377138
1436,75,51,2025-01-15 07:05:00.195216
1437,27,12,2025-01-15 15:28:25.675445
1438,42,63,2025-01-15 06:01:16.691296
1439,35,87,2025-01-15 00:20:57.887087
1440,98,84,2025-01-15 00:53:58.837661
1441,93,79,2025-01-15 22:39:33.180146
1442,20,75,2025-01-15 12:35:48.417480
1443,10,54,2025-01-15 01:17:19.061635
1444,52,8,2025-01-15 08:37:28.923313
1445,43,68,2025-01-15 13:04:33.633375
1446,16,83,2025-01-15 07:11:34.187713
1447,41,77,2025-01-15 19:12:19.535554
1448,17,7,2025-01-15 03:50:35.771173
1449,88,60,2025-01-15 11:22:26.049494
1450,35,51,2025-01-15 23:01:56.310718
1451,12,52,2025-01-15 16:26:45.790306
1452,29,17,2025-01-15 11:56:09.385973
1453,93,58,2025-01-15 14:29:15.731505
1454,5,59,2025-01-15 08:07:53.272449
1455,55,11,2025-01-15 15:14:15.485288
1456,81,47,2025-01-15 18:04:01.213443
1457,4,78,2025-01-15 21:46:24.973449
1458,53,24,2025-01-15 18:21:42.193120
1459,72,89,2025-01-15 17:35:27.048376
1460,9,10,2025-01-15 06:58:19.064506
1461,86,30,2025-01-15 02:18:01.382002
1462,5,96,2025-01-15 09:04:46.995072
1463,2,52,2025-01-15 20:46:50.218777
1464,24,63,2025-01-15 01:01:26.391442
1465,91,28,2025-01-15 11:38:04.548354
1466,80,15,2025-01-15 13:43:55.992265
1467,63,11,2025-01-15 01:48:18.117739
1468,46,65,2025-01-15 12:52:05.372002
1469,37,13,2025-01-15 16:35:05.323548
1470,26,93,2025-01-15 09:49:22.616834
1471,92,38,2025-01-15 07:18:59.713555
1472,99,2,2025-01-15 21:59:43.249063
1473,61,22,2025-01-15 07:46:05.329595
1474,33,40,2025-01-15 08:57:31.038723
1475,69,29,2025-01-15 06:23:11.468292
1476,41,47,2025-01-15 01:14:11.224204
1477,9,48,2025-01-15 11:07:39.999001
1478,31,58,2025-01-15 22:07:00.495867
1479,56,80,2025-01-15 09:03:09.580634
1480,10,95,2025-01-15 07:05:37.427157
1481,44,96,2025-01-15 15:15:54.176092
1482,53,98,2025-01-15 12:07:29.496580
1483,85,6,2025-01-15 17:41:28.433102
1484,97,21,2025-01-15 12:54:54.119052
1485,32,13,2025-01-15 20:48:35.498766
1486,6,39,2025-01-15 08:01:13.680976
1487,15,71,2025-01-15 05:12:33.934037
1488,11,80,2025-01-15 03:39:02.290787
1489,64,86,2025-01-15 18:45:02.939462
1490,65,67,2025-01-15 05:48:24.142907
1491,23,2,2025-01-15 23:52:33.202375
1492,38,5,2025-01-15 00:20:56.127997
1493,87,77,2025-01-15 11:30:00.790680
1494,28,98,2025-01-15 01:30:23.267119
1495,91,83,2025-01-15 02:35:12.094136
1496,20,43,2025-01-15 07:39:02.175875
1497,87,70,2025-01-15 06:47:45.357060
1498,40,54,2025-01-15 19:56:58.758610
1499,35,80,2025-01-15 04:03:34.496267
1500,67,55,2025-01-15 01:21:35.855506
