id,vending_machine_id,item_id,saled_at
1301,21,20,2025-01-14 15:36:47.967749
1302,20,74,2025-01-14 13:17:21.353219
1303,39,58,2025-01-14 14:02:00.475088
1304,96,88,2025-01-14 06:58:31.637370
1305,46,93,2025-01-14 17:47:36.102841
1306,54,12,2025-01-14 00:43:12.456933
1307,49,96,2025-01-14 08:47:19.266356
1308,13,13,2025-01-14 11:22:05.707756
1309,24,26,2025-01-14 17:00:49.361076
1310,2,74,2025-01-14 08:36:58.090164
1311,54,21,2025-01-14 09:17:51.013020
1312,4,88,2025-01-14 17:38:21.195669
1313,10,58,2025-01-14 18:10:07.402690
1314,59,75,2025-01-14 20:20:47.913191
1315,35,28,2025-01-14 23:57:04.638933
1316,11,36,2025-01-14 18:22:29.385851
1317,5,33,2025-01-14 05:08:51.890131
1318,60,59,2025-01-14 08:18:34.802122
1319,17,86,2025-01-14 18:19:30.548771
1320,25,51,2025-01-14 23:13:01.647900
1321,93,100,2025-01-14 03:21:15.461814
1322,67,43,2025-01-14 06:13:46.554708
1323,95,77,2025-01-14 08:11:08.900569
1324,100,51,2025-01-14 22:05:41.996969
1325,17,69,2025-01-14 02:58:39.209936
1326,86,77,2025-01-14 22:43:17.657702
1327,16,70,2025-01-14 03:50:18.747732
1328,12,81,2025-01-14 08:12:02.310665
1329,26,81,2025-01-14 00:59:05.852792
1330,88,10,2025-01-14 17:09:08.586162
1331,63,74,2025-01-14 13:37:28.029523
1332,5,22,2025-01-14 12:30:00.043709
1333,48,64,2025-01-14 05:27:49.606678
1334,6,87,2025-01-14 06:39:47.830858
1335,33,4,2025-01-14 10:12:20.202779
1336,69,29,2025-01-14 23:29:52.507950
1337,48,65,2025-01-14 06:00:58.318581
1338,10,67,2025-01-14 06:46:06.892255
1339,64,5,2025-01-14 09:17:04.753438
1340,97,57,2025-01-14 19:42:01.069103
1341,14,21,2025-01-14 16:55:43.588361
1342,79,30,2025-01-14 23:27:07.390857
1343,59,44,2025-01-14 16:49:51.462898
1344,52,96,2025-01-14 19:14:46.329248
1345,38,66,2025-01-14 22:25:15.027498
1346,32,4,2025-01-14 23:23:52.325038
1347,52,50,2025-01-14 01:18:34.436206
1348,9,83,2025-01-14 01:52:13.317285
1349,54,62,2025-01-14 11:23:56.372097
1350,11,12,2025-01-14 02:47:44.989763
1351,97,8,2025-01-14 20:51:00.208480
1352,48,33,2025-01-14 15:00:56.410628
1353,64,82,2025-01-14 13:44:38.326058
1354,5,41,2025-01-14 03:44:47.593131
1355,93,30,2025-01-14 23:56:28.489608
1356,44,44,2025-01-14 00:25:48.052857
1357,38,80,2025-01-14 12:04:25.670557
1358,24,58,2025-01-14 17:00:10.904633
1359,74,22,2025-01-14 19:57:02.013193
1360,93,19,2025-01-14 15:24:32.695521
1361,3,15,2025-01-14 07:06:02.167343
1362,86,72,2025-01-14 01:55:59.666006
1363,13,2,2025-01-14 19:40:33.532731
1364,83,44,2025-01-14 22:14:30.230173
1365,67,79,2025-01-14 22:14:30.007089
1366,44,38,2025-01-14 03:07:58.278822
1367,87,71,2025-01-14 10:30:14.643608
1368,31,55,2025-01-14 19:34:38.647258
1369,66,39,2025-01-14 15:19:35.994101
1370,86,24,2025-01-14 05:10:51.799575
1371,80,55,2025-01-14 03:01:26.601637
1372,14,4,2025-01-14 04:54:16.665978
1373,50,73,2025-01-14 04:09:03.477611
1374,63,9,2025-01-14 22:30:24.955423
1375,60,32,2025-01-14 08:11:47.037607
1376,95,99,2025-01-14 01:49:38.281710
1377,32,90,2025-01-14 15:46:38.199221
1378,92,58,2025-01-14 12:25:47.495091
1379,44,68,2025-01-14 21:02:37.692175
1380,7,33,2025-01-14 11:55:44.233601
1381,28,64,2025-01-14 14:06:33.845233
1382,84,87,2025-01-14 05:33:57.300665
1383,88,37,2025-01-14 16:12:49.726168
1384,95,99,2025-01-14 11:13:20.353945
1385,62,45,2025-01-14 15:09:07.599958
1386,11,100,2025-01-14 15:32:39.071344
1387,59,86,2025-01-14 23:57:51.457876
1388,84,77,2025-01-14 02:46:21.434594
1389,89,16,2025-01-14 22:33:22.058228
1390,68,64,2025-01-14 17:01:26.681003
1391,74,99,2025-01-14 08:50:09.976409
1392,64,83,2025-01-14 09:53:44.131305
1393,85,10,2025-01-14 14:17:08.605220
1394,46,56,2025-01-14 20:38:04.032874
1395,40,17,2025-01-14 19:58:09.262894
1396,28,63,2025-01-14 18:29:57.077781
1397,61,2,2025-01-14 08:55:06.125434
1398,83,3,2025-01-14 08:41:21.318985
1399,98,78,2025-01-14 14:58:02.763564
1400,26,29,2025-01-14 15:40:05.931143
