id,vending_machine_id,item_id,saled_at
301,14,5,2025-01-04 19:27:40.252285
302,20,12,2025-01-04 20:37:42.287034
303,4,53,2025-01-04 01:05:24.815162
304,26,35,2025-01-04 16:29:22.248989
305,9,34,2025-01-04 13:06:46.725317
306,11,96,2025-01-04 10:31:07.257362
307,82,43,2025-01-04 15:46:06.782641
308,35,84,2025-01-04 10:14:48.607418
309,49,6,2025-01-04 01:00:07.584137
310,12,87,2025-01-04 23:52:44.178095
311,53,8,2025-01-04 20:53:25.855052
312,97,32,2025-01-04 11:10:38.250550
313,30,43,2025-01-04 04:38:20.252670
314,39,7,2025-01-04 18:14:38.440309
315,11,80,2025-01-04 18:47:13.174549
316,84,51,2025-01-04 13:52:43.353753
317,69,33,2025-01-04 21:08:39.998554
318,40,86,2025-01-04 21:59:34.925774
319,66,57,2025-01-04 06:42:00.502301
320,51,57,2025-01-04 06:14:24.104956
321,88,11,2025-01-04 17:00:53.501683
322,31,65,2025-01-04 00:23:01.772686
323,37,2,2025-01-04 18:21:31.057326
324,27,28,2025-01-04 21:46:55.167934
325,65,86,2025-01-04 09:37:32.231313
326,22,23,2025-01-04 00:45:01.014160
327,48,2,2025-01-04 12:40:35.582604
328,58,38,2025-01-04 20:55:50.567191
329,23,30,2025-01-04 14:31:18.141094
330,46,17,2025-01-04 04:28:08.696717
331,98,21,2025-01-04 07:52:08.885367
332,85,93,2025-01-04 16:57:09.613504
333,31,47,2025-01-04 09:24:45.455450
334,3,90,2025-01-04 20:04:35.301653
335,22,21,2025-01-04 00:09:11.467837
336,70,61,2025-01-04 09:01:34.348227
337,55,7,2025-01-04 14:39:18.550122
338,72,96,2025-01-04 08:37:07.433648
339,29,17,2025-01-04 18:22:37.946988
340,31,15,2025-01-04 07:32:35.872866
341,89,9,2025-01-04 09:32:01.774493
342,96,92,2025-01-04 13:58:30.120257
343,15,64,2025-01-04 19:49:03.540222
344,85,71,2025-01-04 17:54:20.528478
345,78,2,2025-01-04 03:01:52.485359
346,26,65,2025-01-04 08:07:46.299286
347,64,66,2025-01-04 16:11:54.582007
348,13,38,2025-01-04 14:10:39.255783
349,40,48,2025-01-04 23:36:33.584860
350,54,66,2025-01-04 22:42:47.610929
351,27,50,2025-01-04 20:08:26.376916
352,33,24,2025-01-04 12:29:42.668763
353,29,99,2025-01-04 17:56:37.134869
354,18,41,2025-01-04 21:45:36.288989
355,12,30,2025-01-04 12:45:02.346417
356,81,77,2025-01-04 08:14:22.507780
357,88,17,2025-01-04 21:09:51.473280
358,79,16,2025-01-04 15:34:20.939385
359,77,55,2025-01-04 03:01:49.881347
360,91,7,2025-01-04 23:57:33.764168
361,30,32,2025-01-04 04:45:22.806727
362,33,15,2025-01-04 20:20:30.001393
363,18,9,2025-01-04 02:19:22.524514
364,84,11,2025-01-04 10:25:59.294259
365,46,44,2025-01-04 06:55:17.954100
366,41,66,2025-01-04 09:28:02.139217
367,67,48,2025-01-04 21:07:49.299494
368,8,28,2025-01-04 21:09:05.642425
369,93,62,2025-01-04 13:57:08.225625
370,76,62,2025-01-04 00:56:54.133515
371,55,73,2025-01-04 00:34:50.650982
372,90,51,2025-01-04 17:45:10.869576
373,34,55,2025-01-04 01:56:24.749077
374,63,8,2025-01-04 18:21:34.237292
375,87,19,2025-01-04 11:45:23.946576
376,32,100,2025-01-04 15:49:46.090893
377,23,78,2025-01-04 06:36:55.452533
378,41,18,2025-01-04 19:31:51.106156
379,84,62,2025-01-04 20:31:41.920660
380,96,54,2025-01-04 12:23:28.916496
381,21,29,2025-01-04 01:35:08.560618
382,12,95,2025-01-04 01:55:54.425608
383,3,70,2025-01-04 04:26:36.029734
384,3,20,2025-01-04 00:49:30.356282
385,55,15,2025-01-04 01:04:19.904765
386,46,33,2025-01-04 19:53:50.876349
387,76,34,2025-01-04 12:27:27.501996
388,70,42,2025-01-04 04:57:42.662985
389,18,73,2025-01-04 23:49:56.587355
390,79,22,2025-01-04 16:08:35.849136
391,51,47,2025-01-04 01:23:26.579228
392,73,13,2025-01-04 10:40:00.311543
393,76,92,2025-01-04 10:36:58.737758
394,94,100,2025-01-04 14:02:06.009174
395,62,95,2025-01-04 00:15:23.913535
396,70,42,2025-01-04 11:47:55.013038
397,37,96,2025-01-04 14:52:13.144911
398,100,97,2025-01-04 02:00:42.393572
399,61,46,2025-01-04 15:08:57.771374
400,44,86,2025-01-04 05:35:24.004439
