id,vending_machine_id,item_id,saled_at
1901,54,97,2025-01-20 21:49:45.046025
1902,48,75,2025-01-20 04:10:06.925559
1903,90,59,2025-01-20 13:11:15.838634
1904,35,94,2025-01-20 04:51:39.652855
1905,21,77,2025-01-20 20:00:58.579852
1906,51,52,2025-01-20 13:29:22.219593
1907,8,84,2025-01-20 22:27:27.213805
1908,7,58,2025-01-20 04:26:29.745533
1909,26,73,2025-01-20 05:13:11.684935
1910,9,19,2025-01-20 13:35:55.359776
1911,16,71,2025-01-20 19:59:20.819576
1912,37,84,2025-01-20 14:21:20.272263
1913,94,4,2025-01-20 10:10:00.446784
1914,67,36,2025-01-20 12:50:47.112970
1915,72,94,2025-01-20 09:16:39.820831
1916,4,52,2025-01-20 12:04:06.732269
1917,74,26,2025-01-20 18:55:29.659994
1918,56,74,2025-01-20 21:46:03.752772
1919,7,12,2025-01-20 00:36:17.452393
1920,41,33,2025-01-20 22:04:49.327447
1921,17,7,2025-01-20 05:18:01.828149
1922,92,83,2025-01-20 07:27:36.933894
1923,29,77,2025-01-20 09:34:32.468802
1924,56,85,2025-01-20 12:19:34.691063
1925,63,57,2025-01-20 18:36:37.318119
1926,62,23,2025-01-20 09:10:16.988570
1927,72,6,2025-01-20 20:43:56.796086
1928,66,87,2025-01-20 11:48:22.816236
1929,34,66,2025-01-20 23:35:53.244498
1930,50,53,2025-01-20 00:54:31.286388
1931,75,42,2025-01-20 19:28:59.537922
1932,81,94,2025-01-20 16:10:46.450097
1933,58,66,2025-01-20 21:31:19.034821
1934,29,38,2025-01-20 01:41:38.520510
1935,74,72,2025-01-20 00:22:20.501680
1936,47,2,2025-01-20 09:24:01.845413
1937,55,100,2025-01-20 00:31:16.984768
1938,49,3,2025-01-20 09:29:32.802563
1939,60,86,2025-01-20 06:07:40.097571
1940,65,87,2025-01-20 13:26:31.709511
1941,81,98,2025-01-20 08:19:52.387176
1942,39,30,2025-01-20 17:01:00.997847
1943,30,77,2025-01-20 13:12:36.465748
1944,68,94,2025-01-20 13:44:10.055373
1945,82,14,2025-01-20 18:09:04.752755
1946,1,41,2025-01-20 23:37:26.301686
1947,1,7,2025-01-20 22:00:02.947218
1948,35,97,2025-01-20 15:03:15.102917
1949,66,60,2025-01-20 00:23:52.975970
1950,24,53,2025-01-20 11:59:36.388968
1951,6,26,2025-01-20 13:58:34.559644
1952,71,54,2025-01-20 06:02:21.150477
1953,24,51,2025-01-20 20:12:03.590084
1954,12,89,2025-01-20 04:36:16.924217
1955,62,10,2025-01-20 05:57:02.552642
1956,88,3,2025-01-20 02:36:09.842314
1957,49,46,2025-01-20 08:03:47.961850
1958,44,76,2025-01-20 02:31:22.281287
1959,41,86,2025-01-20 10:08:19.417400
1960,21,98,2025-01-20 03:47:26.532502
1961,75,8,2025-01-20 22:00:14.948750
1962,79,78,2025-01-20 14:17:54.779583
1963,37,64,2025-01-20 10:47:49.564282
1964,11,39,2025-01-20 06:06:53.745392
1965,97,62,2025-01-20 11:07:43.582779
1966,87,89,2025-01-20 18:06:39.092320
1967,88,18,2025-01-20 05:58:26.770842
1968,62,95,2025-01-20 16:19:25.581068
1969,45,3,2025-01-20 02:30:54.424044
1970,56,53,2025-01-20 16:13:22.722610
1971,100,70,2025-01-20 06:28:59.696006
1972,20,75,2025-01-20 17:18:06.059135
1973,65,39,2025-01-20 13:18:10.733300
1974,25,100,2025-01-20 13:56:10.978628
1975,60,57,2025-01-20 06:04:44.285768
1976,48,77,2025-01-20 01:38:38.727892
1977,38,23,2025-01-20 02:15:38.641512
1978,89,28,2025-01-20 15:27:27.194832
1979,33,79,2025-01-20 05:57:12.193922
1980,68,27,2025-01-20 10:38:19.969262
1981,63,26,2025-01-20 01:01:37.490489
1982,37,26,2025-01-20 14:43:39.105655
1983,25,74,2025-01-20 17:42:32.491146
1984,35,55,2025-01-20 09:57:23.344114
1985,24,62,2025-01-20 19:04:58.790046
1986,26,12,2025-01-20 19:14:17.294736
1987,38,22,2025-01-20 10:27:10.343006
1988,65,87,2025-01-20 20:19:06.498094
1989,55,90,2025-01-20 03:43:16.161702
1990,15,83,2025-01-20 01:06:20.699002
1991,91,34,2025-01-20 15:48:43.588561
1992,68,42,2025-01-20 06:19:31.870314
1993,24,81,2025-01-20 11:27:48.335841
1994,22,18,2025-01-20 12:45:49.463441
1995,65,80,2025-01-20 00:44:36.893505
1996,61,18,2025-01-20 15:07:05.960318
1997,16,79,2025-01-20 07:36:46.427817
1998,87,42,2025-01-20 08:25:54.601230
1999,55,45,2025-01-20 20:10:25.108919
2000,16,23,2025-01-20 10:31:32.800149
