id,vending_machine_id,item_id,saled_at
701,17,22,2025-01-08 17:44:58.991980
702,27,42,2025-01-08 06:01:42.212290
703,48,33,2025-01-08 08:34:39.985767
704,57,5,2025-01-08 00:00:00.316891
705,35,2,2025-01-08 05:47:09.954365
706,40,86,2025-01-08 15:13:17.643267
707,42,2,2025-01-08 22:04:33.400117
708,22,4,2025-01-08 09:14:34.907301
709,28,87,2025-01-08 04:41:57.045111
710,58,20,2025-01-08 07:13:24.585090
711,68,16,2025-01-08 12:52:34.981267
712,53,80,2025-01-08 06:53:39.640588
713,62,45,2025-01-08 05:10:18.542734
714,12,77,2025-01-08 11:48:11.381686
715,67,17,2025-01-08 21:02:59.520850
716,65,29,2025-01-08 09:50:30.736388
717,75,38,2025-01-08 00:38:22.773940
718,88,63,2025-01-08 17:17:11.642194
719,55,77,2025-01-08 08:55:38.700491
720,87,19,2025-01-08 23:05:52.479744
721,24,2,2025-01-08 03:21:30.117610
722,85,23,2025-01-08 01:19:51.645468
723,66,68,2025-01-08 21:58:20.825617
724,91,29,2025-01-08 01:12:31.936770
725,59,99,2025-01-08 04:13:39.174469
726,1,76,2025-01-08 17:14:23.502082
727,49,39,2025-01-08 18:30:07.685515
728,96,91,2025-01-08 04:28:16.256242
729,15,97,2025-01-08 00:20:57.939460
730,96,64,2025-01-08 07:19:52.861943
731,4,36,2025-01-08 10:12:39.508387
732,43,13,2025-01-08 13:35:23.615531
733,72,92,2025-01-08 08:48:21.047470
734,80,22,2025-01-08 22:25:26.420965
735,51,86,2025-01-08 22:34:19.076491
736,7,50,2025-01-08 20:09:58.031574
737,19,74,2025-01-08 13:11:58.785788
738,84,32,2025-01-08 12:50:29.685502
739,31,27,2025-01-08 08:14:23.046099
740,21,24,2025-01-08 22:24:20.495226
741,83,61,2025-01-08 23:04:35.574034
742,16,59,2025-01-08 02:32:28.267124
743,66,62,2025-01-08 09:54:51.088907
744,71,73,2025-01-08 00:35:32.616551
745,5,17,2025-01-08 02:11:58.494759
746,18,61,2025-01-08 08:00:46.286793
747,68,18,2025-01-08 13:43:00.928804
748,7,73,2025-01-08 12:12:05.320189
749,82,47,2025-01-08 14:45:49.753409
750,24,60,2025-01-08 01:19:24.978820
751,41,28,2025-01-08 23:12:12.341461
752,4,38,2025-01-08 05:47:10.577312
753,73,43,2025-01-08 14:55:29.696979
754,40,40,2025-01-08 12:01:30.996930
755,95,19,2025-01-08 03:22:32.365747
756,78,3,2025-01-08 04:09:09.575455
757,82,71,2025-01-08 13:37:15.697169
758,56,80,2025-01-08 18:10:19.811539
759,80,16,2025-01-08 12:58:33.651011
760,49,93,2025-01-08 00:24:00.649355
761,48,39,2025-01-08 16:16:09.912036
762,32,91,2025-01-08 06:59:10.369397
763,37,6,2025-01-08 18:09:08.948792
764,20,18,2025-01-08 12:00:50.118816
765,100,99,2025-01-08 22:13:47.508815
766,63,16,2025-01-08 01:24:08.150923
767,62,9,2025-01-08 18:03:53.482726
768,8,54,2025-01-08 16:58:29.658469
769,12,41,2025-01-08 05:35:44.118047
770,7,89,2025-01-08 16:16:10.696936
771,3,26,2025-01-08 06:21:14.889114
772,25,52,2025-01-08 07:42:37.408751
773,60,55,2025-01-08 16:29:46.728342
774,77,63,2025-01-08 03:33:20.247966
775,23,31,2025-01-08 21:31:55.412689
776,1,28,2025-01-08 14:34:31.649190
777,78,98,2025-01-08 05:02:48.091228
778,88,58,2025-01-08 09:52:01.067039
779,88,80,2025-01-08 13:10:06.109572
780,94,24,2025-01-08 22:43:32.706129
781,85,99,2025-01-08 10:12:27.234531
782,31,40,2025-01-08 07:10:13.480026
783,39,11,2025-01-08 23:49:53.543845
784,27,67,2025-01-08 21:01:24.655719
785,83,64,2025-01-08 06:20:11.410508
786,90,45,2025-01-08 16:35:32.218783
787,66,34,2025-01-08 15:59:43.324826
788,10,6,2025-01-08 01:09:39.422137
789,39,57,2025-01-08 13:52:10.353812
790,20,82,2025-01-08 05:05:33.812519
791,22,23,2025-01-08 12:08:38.569342
792,66,61,2025-01-08 21:07:06.963466
793,80,81,2025-01-08 05:56:13.639326
794,24,18,2025-01-08 21:36:06.622336
795,90,31,2025-01-08 09:52:56.283872
796,71,43,2025-01-08 21:27:48.733213
797,49,45,2025-01-08 12:22:38.081223
798,7,14,2025-01-08 20:04:38.909194
799,37,35,2025-01-08 04:40:21.283028
800,1,12,2025-01-08 09:08:43.017182
