id,vending_machine_id,item_id,saled_at
2801,52,96,2025-01-29 14:40:20.511063
2802,31,100,2025-01-29 23:40:13.056027
2803,50,51,2025-01-29 11:01:53.413235
2804,31,36,2025-01-29 01:40:09.054157
2805,53,100,2025-01-29 17:34:56.873086
2806,66,30,2025-01-29 16:18:10.867904
2807,50,73,2025-01-29 17:25:51.092660
2808,15,88,2025-01-29 10:17:18.792200
2809,78,59,2025-01-29 14:21:31.319356
2810,86,53,2025-01-29 21:53:42.463637
2811,27,51,2025-01-29 12:56:36.325379
2812,99,33,2025-01-29 08:36:16.304772
2813,33,38,2025-01-29 09:05:46.279220
2814,12,82,2025-01-29 23:16:05.247000
2815,10,48,2025-01-29 03:35:40.616279
2816,25,52,2025-01-29 12:07:28.662118
2817,42,40,2025-01-29 14:58:36.243586
2818,33,95,2025-01-29 11:48:55.318988
2819,10,12,2025-01-29 07:17:24.115620
2820,46,27,2025-01-29 08:51:53.597609
2821,86,27,2025-01-29 06:24:09.507969
2822,68,66,2025-01-29 21:07:02.555123
2823,81,59,2025-01-29 14:25:41.405568
2824,67,44,2025-01-29 14:39:00.054607
2825,63,23,2025-01-29 10:17:26.524136
2826,98,14,2025-01-29 18:08:16.926070
2827,48,14,2025-01-29 18:27:48.331448
2828,54,21,2025-01-29 18:12:10.345490
2829,73,99,2025-01-29 14:48:31.398396
2830,82,42,2025-01-29 10:09:20.520290
2831,59,70,2025-01-29 04:54:58.698181
2832,96,19,2025-01-29 01:06:12.177825
2833,47,10,2025-01-29 17:35:50.863041
2834,41,87,2025-01-29 18:08:08.320440
2835,31,76,2025-01-29 02:07:28.929811
2836,96,61,2025-01-29 19:04:25.744346
2837,39,64,2025-01-29 08:42:10.051805
2838,16,44,2025-01-29 07:16:50.953572
2839,38,40,2025-01-29 14:38:37.058443
2840,30,7,2025-01-29 07:50:36.049598
2841,68,40,2025-01-29 17:16:04.441812
2842,99,78,2025-01-29 22:15:28.706591
2843,1,8,2025-01-29 03:02:18.900261
2844,59,34,2025-01-29 09:20:14.850345
2845,58,44,2025-01-29 00:03:08.004694
2846,99,84,2025-01-29 06:01:38.984032
2847,75,70,2025-01-29 02:16:21.839055
2848,81,2,2025-01-29 03:01:37.845098
2849,78,27,2025-01-29 11:54:05.304559
2850,48,18,2025-01-29 19:32:52.443854
2851,80,73,2025-01-29 04:31:53.907107
2852,29,4,2025-01-29 15:40:42.614802
2853,30,70,2025-01-29 03:11:27.833658
2854,57,38,2025-01-29 02:43:37.633393
2855,20,6,2025-01-29 01:34:50.777303
2856,26,77,2025-01-29 07:36:19.518838
2857,15,3,2025-01-29 10:37:23.491240
2858,72,54,2025-01-29 21:20:15.210471
2859,93,97,2025-01-29 02:44:46.126859
2860,75,57,2025-01-29 15:07:50.057093
2861,43,69,2025-01-29 19:46:02.540914
2862,34,58,2025-01-29 19:45:14.305262
2863,37,86,2025-01-29 16:33:26.424382
2864,94,65,2025-01-29 01:33:57.084176
2865,83,65,2025-01-29 12:41:45.262451
2866,99,58,2025-01-29 22:02:39.363574
2867,97,81,2025-01-29 13:36:18.706515
2868,57,58,2025-01-29 21:05:05.605544
2869,19,2,2025-01-29 14:28:39.702089
2870,66,32,2025-01-29 19:08:16.025653
2871,48,55,2025-01-29 20:59:09.312501
2872,23,33,2025-01-29 21:47:36.423963
2873,78,70,2025-01-29 19:59:21.164094
2874,29,41,2025-01-29 00:45:37.406239
2875,16,23,2025-01-29 16:29:41.448475
2876,95,9,2025-01-29 09:59:35.710152
2877,15,73,2025-01-29 08:25:14.639645
2878,28,25,2025-01-29 12:50:20.245598
2879,32,30,2025-01-29 06:25:10.601522
2880,83,84,2025-01-29 14:20:06.622235
2881,48,73,2025-01-29 03:44:22.971994
2882,18,12,2025-01-29 10:26:45.163399
2883,30,65,2025-01-29 20:23:47.819474
2884,18,78,2025-01-29 15:24:26.059965
2885,81,1,2025-01-29 08:05:24.719224
2886,73,70,2025-01-29 22:46:48.877331
2887,44,100,2025-01-29 05:20:31.885741
2888,53,9,2025-01-29 17:22:27.209651
2889,69,50,2025-01-29 11:07:25.161824
2890,97,37,2025-01-29 13:25:52.154798
2891,59,36,2025-01-29 06:43:35.472771
2892,87,48,2025-01-29 18:19:09.377960
2893,72,80,2025-01-29 23:23:33.620730
2894,38,51,2025-01-29 07:32:17.049923
2895,71,30,2025-01-29 07:46:24.578910
2896,5,100,2025-01-29 12:07:20.909729
2897,50,69,2025-01-29 06:43:57.883309
2898,23,61,2025-01-29 04:00:23.527940
2899,39,27,2025-01-29 06:44:23.692685
2900,61,71,2025-01-29 20:35:48.667157
