id,vending_machine_id,item_id,saled_at
601,44,70,2025-01-07 19:14:43.637404
602,76,9,2025-01-07 18:49:20.827433
603,19,17,2025-01-07 14:25:48.636893
604,25,42,2025-01-07 00:11:35.735576
605,6,99,2025-01-07 14:22:51.460991
606,88,87,2025-01-07 14:07:26.328743
607,64,87,2025-01-07 08:17:02.965913
608,28,24,2025-01-07 18:58:43.743831
609,18,47,2025-01-07 12:21:56.152590
610,94,33,2025-01-07 14:29:04.284541
611,32,46,2025-01-07 20:07:58.296431
612,92,33,2025-01-07 22:37:26.121177
613,43,10,2025-01-07 00:25:48.802467
614,56,34,2025-01-07 05:34:37.249081
615,62,99,2025-01-07 20:34:08.507030
616,56,97,2025-01-07 05:11:00.820551
617,80,48,2025-01-07 10:42:42.098837
618,42,36,2025-01-07 16:59:22.638129
619,95,77,2025-01-07 11:51:22.882822
620,83,93,2025-01-07 09:11:36.288172
621,12,19,2025-01-07 16:14:18.003471
622,63,74,2025-01-07 12:11:44.549279
623,99,73,2025-01-07 04:56:02.574663
624,35,75,2025-01-07 02:53:31.629552
625,92,92,2025-01-07 12:18:14.630183
626,65,35,2025-01-07 20:04:12.925225
627,89,48,2025-01-07 17:39:05.599759
628,98,96,2025-01-07 12:09:42.790075
629,67,25,2025-01-07 06:00:53.751248
630,76,61,2025-01-07 23:38:48.561067
631,78,42,2025-01-07 16:46:02.675367
632,5,44,2025-01-07 03:16:26.374471
633,63,21,2025-01-07 19:38:55.384894
634,29,94,2025-01-07 18:03:40.947214
635,90,94,2025-01-07 06:04:33.117968
636,95,55,2025-01-07 16:45:46.479174
637,44,81,2025-01-07 17:31:48.217106
638,51,13,2025-01-07 08:44:24.930136
639,98,80,2025-01-07 16:58:24.052089
640,48,26,2025-01-07 05:37:13.616683
641,55,29,2025-01-07 09:12:08.304069
642,56,8,2025-01-07 17:50:48.057738
643,98,88,2025-01-07 02:19:05.508994
644,92,1,2025-01-07 19:55:49.941130
645,42,82,2025-01-07 06:44:20.711124
646,12,93,2025-01-07 15:11:47.415758
647,3,67,2025-01-07 16:37:45.429710
648,89,38,2025-01-07 23:38:54.286118
649,92,42,2025-01-07 04:17:20.246201
650,79,83,2025-01-07 16:50:20.952948
651,78,35,2025-01-07 02:16:44.780502
652,44,24,2025-01-07 03:44:24.587243
653,56,29,2025-01-07 18:04:28.644124
654,90,23,2025-01-07 01:02:43.083672
655,27,77,2025-01-07 19:52:22.629144
656,52,25,2025-01-07 19:42:25.378383
657,35,47,2025-01-07 10:09:21.027288
658,46,32,2025-01-07 09:59:11.814309
659,62,15,2025-01-07 08:29:01.907356
660,56,95,2025-01-07 20:06:32.640636
661,36,50,2025-01-07 04:15:38.744298
662,94,3,2025-01-07 00:23:42.370146
663,7,10,2025-01-07 06:19:19.838512
664,11,57,2025-01-07 16:16:46.024376
665,31,33,2025-01-07 02:15:27.033061
666,79,71,2025-01-07 06:21:26.272886
667,78,71,2025-01-07 19:20:39.015097
668,71,1,2025-01-07 20:53:17.466059
669,42,28,2025-01-07 14:29:20.875254
670,16,9,2025-01-07 09:18:19.761995
671,19,90,2025-01-07 18:43:56.365240
672,78,35,2025-01-07 01:56:31.154810
673,54,5,2025-01-07 01:17:21.418613
674,79,41,2025-01-07 13:37:49.616803
675,29,24,2025-01-07 03:17:17.086541
676,58,41,2025-01-07 03:50:51.108394
677,74,73,2025-01-07 13:15:57.360748
678,73,50,2025-01-07 06:47:43.581333
679,53,98,2025-01-07 06:53:07.492650
680,100,58,2025-01-07 00:59:37.870232
681,56,87,2025-01-07 03:03:24.113646
682,47,100,2025-01-07 16:26:16.258922
683,61,55,2025-01-07 23:26:43.425748
684,6,76,2025-01-07 03:28:28.739598
685,87,26,2025-01-07 21:31:01.281833
686,82,34,2025-01-07 01:04:14.911699
687,28,69,2025-01-07 22:33:04.204663
688,27,6,2025-01-07 22:04:34.566425
689,4,50,2025-01-07 00:47:13.588728
690,30,49,2025-01-07 02:00:41.208999
691,42,25,2025-01-07 06:07:36.298840
692,14,94,2025-01-07 14:17:22.721886
693,41,32,2025-01-07 04:43:58.380873
694,12,2,2025-01-07 21:59:31.331407
695,18,31,2025-01-07 14:46:39.273742
696,8,86,2025-01-07 13:27:27.303011
697,10,38,2025-01-07 14:10:33.851123
698,11,27,2025-01-07 16:45:35.598997
699,17,42,2025-01-07 19:19:50.237322
700,27,15,2025-01-07 22:54:14.103850
