id,vending_machine_id,item_id,saled_at
2101,63,99,2025-01-22 01:43:41.202200
2102,6,71,2025-01-22 16:07:52.610839
2103,90,42,2025-01-22 21:59:55.842148
2104,49,23,2025-01-22 21:17:52.836260
2105,97,49,2025-01-22 21:22:55.988787
2106,53,31,2025-01-22 09:10:16.030193
2107,52,58,2025-01-22 05:50:05.628349
2108,80,78,2025-01-22 13:48:06.415805
2109,79,73,2025-01-22 22:55:23.456241
2110,91,16,2025-01-22 09:17:03.911907
2111,30,8,2025-01-22 04:28:52.152868
2112,62,84,2025-01-22 03:32:57.432699
2113,52,1,2025-01-22 01:10:42.919473
2114,67,50,2025-01-22 22:03:46.223576
2115,88,85,2025-01-22 20:22:14.664478
2116,32,47,2025-01-22 14:27:09.212213
2117,40,9,2025-01-22 14:59:39.333727
2118,63,82,2025-01-22 06:37:09.204404
2119,10,21,2025-01-22 13:34:24.027146
2120,64,47,2025-01-22 06:21:33.073943
2121,70,87,2025-01-22 06:00:08.946685
2122,45,5,2025-01-22 13:14:19.854829
2123,1,99,2025-01-22 07:07:01.648198
2124,39,41,2025-01-22 23:36:05.262114
2125,13,26,2025-01-22 01:31:33.957943
2126,52,44,2025-01-22 15:51:53.625588
2127,25,65,2025-01-22 09:42:12.216291
2128,79,88,2025-01-22 20:32:52.493729
2129,99,8,2025-01-22 01:38:10.212623
2130,60,55,2025-01-22 19:19:07.461035
2131,76,18,2025-01-22 15:23:29.879761
2132,84,42,2025-01-22 03:03:35.245720
2133,93,93,2025-01-22 02:42:28.403211
2134,22,34,2025-01-22 08:57:04.985839
2135,50,73,2025-01-22 06:09:14.833041
2136,100,41,2025-01-22 05:59:10.309264
2137,48,7,2025-01-22 21:42:01.096801
2138,55,1,2025-01-22 15:42:39.671862
2139,64,75,2025-01-22 17:02:44.323729
2140,47,53,2025-01-22 01:40:11.310708
2141,79,100,2025-01-22 22:50:24.399601
2142,58,95,2025-01-22 12:49:13.260663
2143,10,66,2025-01-22 17:10:09.132135
2144,72,33,2025-01-22 19:20:30.225776
2145,54,28,2025-01-22 05:15:29.026019
2146,41,35,2025-01-22 10:38:38.189533
2147,98,23,2025-01-22 02:16:46.916075
2148,89,72,2025-01-22 10:01:16.863396
2149,44,48,2025-01-22 15:05:11.729206
2150,53,72,2025-01-22 02:55:37.894409
2151,54,47,2025-01-22 07:25:32.061163
2152,55,27,2025-01-22 16:02:05.704273
2153,64,22,2025-01-22 03:43:25.367260
2154,7,71,2025-01-22 12:45:18.614876
2155,53,86,2025-01-22 03:47:48.844939
2156,38,26,2025-01-22 04:54:00.052490
2157,2,70,2025-01-22 14:53:03.564618
2158,73,53,2025-01-22 20:02:34.798430
2159,75,56,2025-01-22 12:33:13.553855
2160,89,62,2025-01-22 00:29:05.120274
2161,11,100,2025-01-22 23:25:12.945651
2162,62,34,2025-01-22 15:51:01.643655
2163,75,40,2025-01-22 23:46:19.342735
2164,91,16,2025-01-22 20:06:09.096405
2165,83,47,2025-01-22 22:46:01.780261
2166,87,99,2025-01-22 05:01:20.356489
2167,89,29,2025-01-22 04:26:12.487208
2168,1,49,2025-01-22 22:31:04.881491
2169,53,33,2025-01-22 03:33:54.735110
2170,46,61,2025-01-22 19:20:38.027204
2171,74,96,2025-01-22 03:15:06.925899
2172,54,36,2025-01-22 03:03:41.477578
2173,43,44,2025-01-22 23:48:25.148046
2174,59,5,2025-01-22 02:59:44.367746
2175,1,58,2025-01-22 02:52:07.218854
2176,28,64,2025-01-22 07:42:53.941381
2177,78,71,2025-01-22 21:55:56.704255
2178,96,73,2025-01-22 04:22:11.552665
2179,13,4,2025-01-22 00:52:45.844980
2180,87,25,2025-01-22 10:34:20.280413
2181,56,35,2025-01-22 08:26:17.297296
2182,96,40,2025-01-22 13:25:19.976163
2183,33,48,2025-01-22 02:21:03.459998
2184,46,12,2025-01-22 07:03:45.268854
2185,87,71,2025-01-22 22:41:10.260331
2186,1,100,2025-01-22 08:12:06.464616
2187,45,34,2025-01-22 04:46:46.778640
2188,74,12,2025-01-22 09:18:27.430768
2189,40,35,2025-01-22 20:32:46.534608
2190,2,69,2025-01-22 21:08:48.040181
2191,77,44,2025-01-22 12:43:24.873248
2192,24,75,2025-01-22 14:20:49.027096
2193,21,16,2025-01-22 13:38:00.232997
2194,50,83,2025-01-22 05:33:34.955117
2195,41,96,2025-01-22 18:19:45.317355
2196,93,10,2025-01-22 05:43:46.901289
2197,78,76,2025-01-22 08:44:46.158943
2198,45,60,2025-01-22 15:21:59.806039
2199,48,21,2025-01-22 11:47:06.581740
2200,17,36,2025-01-22 04:09:51.034816
