id,vending_machine_id,item_id,saled_at
2201,38,70,2025-01-23 16:03:09.996784
2202,98,74,2025-01-23 22:31:33.536818
2203,40,61,2025-01-23 15:30:48.228296
2204,67,94,2025-01-23 20:24:47.940114
2205,27,4,2025-01-23 04:48:16.811161
2206,80,13,2025-01-23 10:53:06.308465
2207,43,31,2025-01-23 07:41:57.725448
2208,57,28,2025-01-23 23:31:09.316248
2209,28,94,2025-01-23 21:35:31.484463
2210,68,36,2025-01-23 18:02:33.934641
2211,24,17,2025-01-23 10:19:14.492793
2212,90,12,2025-01-23 20:19:11.326076
2213,83,11,2025-01-23 07:04:36.117327
2214,80,26,2025-01-23 03:38:06.122305
2215,90,88,2025-01-23 18:40:59.093198
2216,36,81,2025-01-23 14:43:23.916513
2217,16,37,2025-01-23 16:02:09.649720
2218,92,36,2025-01-23 22:56:41.934311
2219,25,6,2025-01-23 11:27:37.918648
2220,38,1,2025-01-23 11:00:07.388533
2221,12,71,2025-01-23 18:26:24.799255
2222,20,18,2025-01-23 11:22:36.214783
2223,72,53,2025-01-23 16:40:26.368407
2224,76,57,2025-01-23 05:07:33.834977
2225,4,50,2025-01-23 08:32:31.808834
2226,61,1,2025-01-23 04:11:27.226544
2227,6,23,2025-01-23 02:05:51.530569
2228,55,100,2025-01-23 23:05:19.283274
2229,75,98,2025-01-23 12:12:44.129137
2230,26,80,2025-01-23 17:46:33.189101
2231,95,41,2025-01-23 20:09:12.824092
2232,25,42,2025-01-23 23:04:26.346211
2233,25,94,2025-01-23 10:53:07.661648
2234,59,63,2025-01-23 13:22:02.638361
2235,26,2,2025-01-23 06:58:45.909783
2236,39,26,2025-01-23 06:18:29.126299
2237,94,14,2025-01-23 04:18:50.964782
2238,40,35,2025-01-23 20:05:30.557256
2239,9,92,2025-01-23 08:41:04.107670
2240,78,86,2025-01-23 23:24:14.164086
2241,4,9,2025-01-23 17:18:04.692122
2242,67,88,2025-01-23 19:48:28.779614
2243,72,95,2025-01-23 06:33:30.053140
2244,56,16,2025-01-23 22:37:30.129972
2245,48,65,2025-01-23 19:32:30.353395
2246,99,57,2025-01-23 15:54:44.718463
2247,79,29,2025-01-23 20:53:32.061243
2248,93,41,2025-01-23 09:53:52.272950
2249,90,52,2025-01-23 20:26:13.918394
2250,32,4,2025-01-23 22:29:10.859991
2251,96,48,2025-01-23 09:05:58.929227
2252,40,5,2025-01-23 04:18:01.415223
2253,37,70,2025-01-23 20:30:08.995839
2254,54,100,2025-01-23 17:42:41.300263
2255,6,27,2025-01-23 19:26:38.654445
2256,39,48,2025-01-23 09:50:56.112716
2257,48,46,2025-01-23 22:55:22.835773
2258,12,96,2025-01-23 08:07:03.667008
2259,89,84,2025-01-23 01:47:22.332129
2260,2,26,2025-01-23 11:30:17.595600
2261,64,1,2025-01-23 08:29:33.929725
2262,51,53,2025-01-23 10:27:39.004369
2263,89,78,2025-01-23 05:47:49.731395
2264,40,15,2025-01-23 20:11:52.104764
2265,89,96,2025-01-23 10:09:43.625168
2266,73,100,2025-01-23 08:13:39.879609
2267,96,57,2025-01-23 19:51:52.313624
2268,60,1,2025-01-23 08:27:07.194812
2269,52,98,2025-01-23 06:17:14.064988
2270,7,50,2025-01-23 21:57:17.677305
2271,9,51,2025-01-23 16:23:41.144465
2272,82,71,2025-01-23 21:58:15.100872
2273,1,22,2025-01-23 02:19:57.462056
2274,79,5,2025-01-23 01:40:27.224623
2275,2,62,2025-01-23 13:04:10.576462
2276,50,66,2025-01-23 02:57:33.914466
2277,85,30,2025-01-23 21:44:36.152026
2278,14,5,2025-01-23 21:01:21.397395
2279,21,6,2025-01-23 07:52:14.616847
2280,82,79,2025-01-23 09:10:52.845280
2281,81,67,2025-01-23 06:25:21.192270
2282,66,91,2025-01-23 02:03:48.981940
2283,30,62,2025-01-23 11:02:18.794991
2284,29,91,2025-01-23 05:18:40.651070
2285,29,62,2025-01-23 04:36:57.091868
2286,1,14,2025-01-23 02:30:54.296292
2287,16,35,2025-01-23 17:39:25.531059
2288,41,62,2025-01-23 01:13:04.215808
2289,30,79,2025-01-23 21:34:55.397610
2290,79,70,2025-01-23 13:24:17.451460
2291,78,80,2025-01-23 06:47:19.773397
2292,64,39,2025-01-23 04:01:43.186253
2293,71,24,2025-01-23 22:52:33.370013
2294,21,98,2025-01-23 14:37:26.954440
2295,14,4,2025-01-23 21:36:13.861381
2296,54,74,2025-01-23 16:54:40.961529
2297,19,33,2025-01-23 06:38:05.104939
2298,82,20,2025-01-23 16:44:21.086124
2299,20,7,2025-01-23 20:48:41.240371
2300,59,98,2025-01-23 18:17:36.615734
